"score","city","title","review"
"2","Red Hill","Please guys"," you can't take this seriously"
"2","Gainesville","Could be better!","The reader of this story was hard to follow because there was no difference in the voice of each charater. I found this hard to listen to and understand"
"3","Wheaton","Iagogo","As dull as unbuttered toast; the only thing worth mentioning (briefly) is Ewan McGregor's Iago. Young"
"4","Texas City","Shakespeare King henry IV Part 1 with notes.","Wordcraft: New English to Old English Dictionary and ThesaurusIf you only know Shakespeare by the fact that he existed and was a play writer and you decide that you want to read one of his history plays and the history play that you pick happens to be King Henry IV part one then just reading the text alone will be extremely confusing. Barbara Hodgdon has done an amazing job editing this play and her notes are extremely helpful besides her explication of this play there are historical graphics and historical maps that will help you when reading or seeing the works of Shakespeare. This book is more than a college textbook"
"1","Montgomeryville","Horrible fragrance","They use the same base fragrance in all of these shower/hand gels and it is nasty. I don't know how other reviewers give it such a high rating. I had to use alchol repeatedly to remove the lingering smell from my hands after trying it. Nothing pleasant about this product. How hard can it be to add a natural lime essence to scent a wash gel? Camille Beckman uses some kind of artifical scents instead. Yuk."
"3","Westerville","ZOOM IN OR OUT","Alvin Lee Zoom album is a non pretentious work"
"4","Allen","Perfect combination for adults and children","Even though my four year old wasn't ready for the entire movie"
"4","Artesia","Keurig Green Mountain coffee"," Nantucket Blend"
"5","Mission Viejo","Smooth Cup of Coffee","The Nantucket Blend is one of my favorite k-cup coffees that I've made. It's a medium blend coffee that tastes great with flavored creamer or just regular creamer or milk. I will definitely buy more of this one."
"4","Seekonk","Fit my fuel pump canister exactly","The original Bosch fuel pump died in my 1991 Saturn after 20 years of service. a Replacement part was $600"
"5","Windham","Woderful and memorable.","I watched this series when I was ten years old. I was astounded by the cinematography. It might have not been as advanced as today's movies but"
"2","Agawam","very"," very weak"
"3","University of California-Davis","legendary","I don't care how much Elgar you have"
"2","Gaithersburg","The worse movie since The English Patient.","I just got to tell you that I was just bored to tears watching this long and stupid movie. This one doesn't earn the rights for an Academy Award :-("
"4","White Oak","Very good","Who said that this movie was based on historycal facts ?? : So what's all the BS from the over reviewers about a gladitor woould never do this or that ; an emperor blablablablabla...... If you want history go to the library and get a book ! If you want great action"
"4","Manville","Roma","Ben Hur"
"3","Alton","AVOID this BD Release of Gladiator!","The picture is extremely shoddy in this Blu-Ray release! Avoid like the plague"
"4","Oxford","Gladiator","This is by far my favorite movie! Russell Crowe's acting is superb. All parts of this movie are fasinating and entertaining. I would recomend this movie to ANYONE. If you haven't seen it yet"
"1","Burlington","Upscaled DVD is better!","I don't have to say it"
"4","DeForest","THE BEST MOVIE I HAVE EVER SEEN!","The Best MOvie I have even seen. Great directing and acting! Has everything you want"
"2","Moon","GREAt movie BAD blu ray","i love this movie more than love itself. it is one of the most amazing movies ever made period. BUT the quality of this blu ray is garbage. wait until the re-release or just get the DVD ...to bad it looks so awful...great movie"
"5","Blytheville","An epic like no other","I worked for the most well-known entertainment company in the world"
"3","Seneca Falls","Blu-Ray at Best Quality or Bust","Seriously"
"4","Kankakee","Awesome movie almost amazing picture","Awesome movie"
"4","Santa Fe","Stunning"," Brilliant"
"2","Hidalgo","Barely Palatable","I believe this is one of the top 10 over-hyped films in recent years--enough hype to garnish a Best Picture from the self-lauding Acedamy. In all of the two hours of so-called honor courage and loyalty"
"3","Warminster","Potential unrealized","Knowing that the movie would be (basically) historically inaccurate"
"3","Twentynine Palms","rubbish","this comes from an action fan"
"3","Milton","poor recording","Have not been able to watch it as the picture and noise (not movie noise) is so bad. Sorry"
"2","Moreau","This Blu ray will NOT work on Australian (region B) players","Hello everyone"
"3","Columbus","Wait for it to be done right","I watched and compared the Blu-ray to my DTS DVD. Don't support this kind of crap transfers. I will wait for this to be done right. I gave it two stars only for the audio. The video is really annoying!"
"3","Melissa","Maximus!!!","It is a great tale"
"5","Springdale","2001 Best Picture and 10 other Oscars","Simply the best picture of 2000 and perhaps for years. This is an instant classic... Russell Crowe sits with the greats like Kirk Douglas and Charlton Heston. Get this DVD... even better get Ben Hur and Spartacus and have a Roman Marathon."
"2","Washington","Just Buy the DVD","Don't believe all the five star reviews this release has received"
"4","Londonderry","Classic","Gladitor is a must have in any movie collection. It is one of the few movies that is comparable to the likes of BRAVEHEART."
"2","Sparks","Quite Sub-Par","I cannot seem to get over the fact that Russel Crowe won an Oscar for this! He swung a sword around for 2 hours"
"3","Delano","Worth it just for the 7 minute montage of missing scenes","Well worth the money. There are 25 minutes of deleted scenes"
"2","Beatrice","Disappointing!!!","Having heard so many wonderful things about this film"
"1","Chelsea","Artificial"," Contrived"
"2","Orange Park","WAT??......ANOTHER EDITION?????","IT REALLY STINKS!!!FIRST IT WAS SINGLE DISC"
"3","Bensville","Disappointing","This movie could have been great. Russell Crowe is"
"2","Upper Uwchlan","Zero stars - DO NOT BUY Amazon selling you broken/inferior product","I will not rehash all the explanations on the problems with the Gladiator Blu-ray - please read the other reviews for a technical explanation. Suffice it to say there is a new version that has been cleaned up and looks gorgeous and there is an old version that is junk. The old version was so bad that the studio recognized it and decided it needed to be corrected.But guess what"
"5","Avon","A good action flick","Not the deepest movie of all time"
"2","Flat Rock","Poor Video Transfer","This is an absolutely terrible transfer. It is ridden with edge enhancement (halos on contrasting edges) and severe noise reduction (smoothing the image to reduce film grain -- AND detail). This is so severe that film elements such as arrows and spears in the battle at the beginning are not visible. It's barely an upgrade over DVD"
"2","Cameron Park","Warning Will Robinson!! A disaster of over the top DNR & EE; What were they Thinking?!","As mentioned by other reviewers the video transfer of the Blu-ray edition of Gladiator has been reduced to VHS quality and suggest anyone hire's & views before buying but recommend all stay well clear (as this is a lemon) - if you absolutely must have it regardless of quality do so at your own risk. I'm sticking with my DVD edition for now. For more detail on specifics of all the issues see the discussion on the AVS Forum & the review at The Digital Bits - looks like we will all have to wait a couple of years until the studio's concerned with this release (Paramount & Universal) do a new edition and remaster the original without all the excessive DNR"
"3","Hoquiam","Gladiator [Blu-ray]","If you love this movie"
"3","Pine Lake Park","Good Movie"," but Best Picture of the Year?"
"2","Signal Mountain","Rip-off","Why not issue the extended edition (177 minutes) in a set with the theatrical release? A rip-off"
"1","North Valley","A Braveheart wanna-be. Shame on you"," Scottmus."
"3","Phelan","Gladiator stretches the bounds of believability...","The worst of all is the notion that a man who can go single handed against 10 or so other gladiators and slice them all down (or to pieces) one after the other in a small arena on the outskirts of the empire - would so calmly allow himself to be re shackled at the end of each performance by a minimum security force belonging to a merchant/slave trader. High Plains Drifter was a much more realistic scenario."
"4","Peekskill","5 star movie 5 star DVD","I LOVE this movie. It's powerful"
"4","Lake Hiawatha","Absolutely flawless","A magnificent and wholly believable performance by Russel Crowe. You;d almost want to pick up a gladius and follow him yourself!"
"2","Maitland","Shockingly bad","I must have seen some kind of director's cut of Gladiator; that's the only way that I can explain the fact that everyone seems to like"
"1","Minot","Ugh! I finally gave up!","This book was so awful I couldn't make it past page 60. The plot was boring. The sentences drag on and on endlessly. I kept waiting for something that made sense...I didn't find anything and finally threw the book down and gave up. I will not read anymore of this book or the series!!!!"
"4","Damascus","Another Reader looking for Another Adventure","When i first got this book from the library i put it down after 3 pages. At the time it had looked to me like a big"
"5","Fairview","Just as good as Harry","So you Want to be a Wizard is about a 13 year old girl named Nida and a 12 year old boy named Christapher (A.K.A Kit"
"5","Glen Ellyn","I loved this book!","I read this during vacation"
"4","Macomb","Diane Duane is BRILLIANT!!!","I waited for MONTHS to find this book"
"3","Winchester","Sad to say I didn't like this book... I really wanted to"," but I just dont!"
"2","Claremore","bla","I thought that this book was just kind of boring. The part with the white dwarf star that was hicoughing up all sorts of things was the only funny part"
"1","Shelbyville","not so good","this book has a good title"
"3","Hermosa Beach","It's no Harry Potter","If you're looking for something to hold you over until the next book in the Harry Potter series"
"5","Madison Heights","And there goes my birthday money....","I love this book. It is a great: a little like Harry Potter only has more of an adult plot a.k.a. more complicated. I feel in love with this book and immediatly bought Deep Wizardry"
"3","Garden City","Accurate readings","This product appears to be accurate and was fairly easy to install. I would like larger print on the screen as it is hard to read at a glance (the numbers are large enough"
"3","Hope Mills","Deep Wizardry","This book was so boring... It could have been a lot more effective if it was shorter and more to-the-point."
"3","Herrin","Romance and Laughs Abound!","I read this book in one day and enjoyed every minute of it. It has the classic Beauty and The Beast theme which happens to be a favorite of mine. Samantha was a spunky heroine who's quick wit and spunk made her the perfect match for her impatient patient. Gabriel was a hero to be adored. Unlike most wounded heroes who choose to sulk and mope about - Gabriel's defense was witty sarcasm and a beastly temper. He was a complete ass and I simply adored him!I found myself laughing out loud several times throughout the book and even came close to shedding a tear or two.Highly Recommended!"
"3","Lauderhill","Sweet romance","This was my first read my Teresa Medeiros and it won't be my last. I enjoyed the character development - Gabriel was a great tortured hero. This one had a plot twist that totally surprised me."
"4","Troy","Dear old Nolan!","Philip Nolan"
"3","West Covina","Bragg Books are the Best!","The Braggs have so much solid time-proven info for optimal health!Each one is jam-packed with valuable self-care info"
"4","Chico","An Excellent Film Noir"," Full of Suprises"
"3","Presque Isle","El Cano...One of the best!!","I became a big fan of El Cano Estremera when he sang for Bobby Valentin. El Cano is a great sonero and one of my all time favorites. This is a nice album from one of the best."
"2","Lynwood","Weak"," Weak"
"4","Patton","Basic FireWire Card","This card was easy to install in my Windows 7 desktop. Didn't need to download/update any driver software. This card comes as low-profile and ships with the standard-size bracket. The sockets for both the 6-pin and 4-pin connections are very close to the edge (at least on the low-profile version"
"1","Hayward","One Of The WORST Films I have Ever Seen!!!","I cannot believe that there are actually reviewers who actually Liked this film! This Film was a Mammoth FAILURE on ALL LEVELS! The Script was terrible"
"4","North Branford","BOWIE MEETS MOZART??","O.K."
"4","Wanaque","wonderful selection"," amazing singer"
"1","Timonium","What CD is this?","I have the original issue CD on the Universal Music label"
"5","Egg Harbor","Joe Pickett? Must be the author himself.","As reviewer Joe Pickett said"
"3","Cottage Grove","A talented"," engaging writer and scholar"
"2","Fortuna Foothills","WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?","WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?WHY?!?................this ranks with the other completely useless"
"4","North Ogden","A highly informative treatise on Cuban tobacco","Although not an exciting read"
"3","West Chicago","They are lying to you!","This made in China not the USA as advertised. Im sending this back to the false advertisers! Do not buy this unless you are ok with supporting china."
"3","West Covina","Not Made in the USA! MADE IN CHINA!","Not Made in the USA! MADE IN CHINA!I just received my order and these are not made in the USA they were made in CHINA... I ordered two each of the following nozzles 573"
"1","Hopewell","We'll Always Have Parrots","I agree with Pork Chop T. Boring. No character development and a weird repetition of what would hopefully been a plot. I added a collection on my Kindle called Rejects."
"1","Portsmouth","Not as Good as previous","I loved the first book in this series"
"2","Frankfort","WHY!?","The original was a sexy and track performed by a half decent R&B; group. RL and Next could really hit it off any make people want to dance. It was a good track in 98 and I think would be Next's biggest track.And theres this - a fake ass attempt from some pretty british boys to become an R&B; group. Blues version of this song is nothing but an attempt by the record company to cash in on others material and success.They dont add anything to the song"
"3","Orangetown","The Plague of Life","The Plague is an example of great existentialist writing. AT time the novel is slow moving"
"5","Richmond","A Stunning Acheivement of Existential Genius","This masterful work portrays with elegant simplicity the existential condition of man. Suitable for readers who have never read an existential Camus novel or for experts in metaphysics"
"2","Graham","Not an Introductory Text","As an accompaniment to the program MacLogic for an upper level course I can see where this book would have a place. Unfortunately my introduction to it was tutoring for an introductory class. The material is well written and organized but far too densely written"
"2","Lakewood","Not worth the money","I purchased this product because I was interested in a cooling fan setup for my 360. The SOLE reason I purchased this particular Cooling stand was because of the Green LED lights on the base of the stand. I just received the unit today and the lights"
"1","Mayfield","Boring"," tedious"
"4","Bedford","watch it!","brilliant... brilliant! one of"
"4","Somerset","Shocking"," upsetting"
"3","Kingman","Terrible Movie","I watched it and thought of it as just bad. I am speechless it's just bad please don't watch this movie."
"2","Folsom","Sick! Sick! Sick!","I don't know what you people see in this movie"
"4","Reading","Viddy well!","With all of the mediocre crap such as Titanic and Ever After polluting the theaters and sending audiences into a frenzy"
"4","DeRidder","This is quite possibly the greatest movie of all time.","I have seen this movie at least 40 times"
"4","Tupelo","There Was Me","Great movie! Stanley Kubrick is personaly my favorite director after watching this movie. After I read the book I went out and bought the movie without seeing it. I think that the movie is as good as the book. The only downside to the whole movie is it did not add the additional chapter like in the book. But even the ending to the movie is great! Kubrick really scored big in this movie. Back then to make a movie as hard core as this one was crazy but he did it. This movie is so ahead of it's time. But it's my favorite movie of all time!"
"5","Athens","Made a big impact","It's quite a while since I saw this movie"
"3","Finneytown","simply a masterpiece","On so many different levels does this movie"
"4","White Oak","The best in ultra violence","If you have never seen this movie"
"2","Vestal","a very uneven movie","Even though there were occasional brilliances"
"2","Placerville","It's COLOMBIAN"," not columbian..."
"4","Nacogdoches","Love that can't be stopped","Susanna Baird enjoyed traveling with her writer grandfather"
"5","Williston","Passionate and moving","I am very impressed with this film. I am a Catholic and generally happy with that fact"
"5","Shelby","Worth watching","The movie was well done and dramatic. The acting was good"
"4","Riviera Beach","Great Movie","Very enjoyable movie that is rather accurate historically on the big points. It showed Luther as a man tormented by his demons as he tried to stay faithful to the Word of God."
"1","Village Green-Green Ridge","Luther movie (VHS)","As the teacher of a women's Bible class in a Lutheran church"
"5","Taylor","Good Movie","This is a good movie and a decent portrayal of Luther. The plot is well done for the volumes of information covered"
"4","Coeur d'Alene","Very accurate","This is a very accurate presentation of Luther and the events that happened. I have read a couple of church history books and this movie is almost verbatem."
"3","Clayton","Teacher","I am teaching some young preachers from out of my church and personally used this book when in Bible college over 35 years ago. It is a great book"
"2","Wyomissing","It Broke after 1 month's use","Worked well at first"
"2","Poway","bally ab tightener","piece of junk...a toy compared to 60 second ab machine.broke so quickly"
"5","Anacortes","LOOKS REAL!","I ADORE IT! I HAVE A SIZE 5 RING FINGER AND IT LOOKS GREAT ON. THIS RING CAN FOOL YOU THAT IT COULD BE REAL. THE METAL HAS NOT TARNISHED OR TURNED MY FINGER COLORS AND SO I FEEL IT WAS A GOOD BUY."
"5","Manchester","Bigger Than I Expected","If you are looking for a ring with a dainty stone this isn't the one. This ring has a ROCK. I wasn't expecting the stone to be so big"
"4","North Augusta","very detailed account of Nureyev's life","Although verbose and extremely detailed"
"2","Irvington","Doesn't work.","Trust me"
"2","River Grove","PUA Book Order (The System)","Small book with somewhat large type"
"1","Nanakuli","The System: How to get ripped off today!!","The entire contents of this book could fit on one page of paper.The remainder of the book is filled with art and babble. There's even recipes in the back (not kidding).Do not buy this book unless you want to learn first hand how to get ripped off today."
"1","Lopatcong","Buddha-Lounge","As bland as white bread. It is a misrepresentation to link this series of 3 CDs in any way to the Buddha Bar CDs or the chillout music category in general. It could play in the background without anyone ever raising their head or moving their body. If your thing is New Age music this might be for you. Everyone else is forewarned."
"3","Duluth","Total waste of money!","It is way too hard to get this stuff off after use! If you happen to touch anything but your body"
"3","Immokalee","Returned","Couldn't get enough channels (even with purchase of an external antenna) to make it worth the price."
"2","Statesboro","Without their Kabuki face makeup"," Kiss would be nowhere."
"3","Essex Junction","WOW","If everyone actually listens to the words in all the songs they will see that each has a special meaning that deals with real life. Not exactly like the KISS of 20 years ago but things do change. Cd song quality is excellent. Thumbs up guys!!!!!!!!!!!!"
"2","Mastic","SOFT AND PREDICTABLE","The attempt to make another Destroyer fell very short. The title track is easily the best song on this album. It was obvious right away that Peter Criss wasn't playing on it....he does't have that kind of talent so why go in and make this album at all? Before it even came out you knew that Peter would be singing a ballad. I Finally Found My Way is no Beth or Hard Luck Woman. The rest of it is just too soft. There is no heavy drum sound. It almost like a weak Lick It Up minus the better songs. Get back with Eric and Bruce! Don't worry about makinganother Destroyer. I'll be satisfied with another Revenge."
"3","Hampton Bays","Classic Kiss? Nope!","Disappointing. I haven't listened to this album since I bought it. Yes"
"5","Wellington","i give it a solid 4 stars","I think this is a solid kiss album.about 4 of the songs stand out as some of my favorites.i just listened to it after about 4 years the only thing i hate is the sound quality.the highs are tinny and the bass is so flat.but i guess thats cds for ya!i wish this came out on vinyl!"
"1","Miami Lakes","Pandering to new fans.","I made the mistake of buying this album having not heard any of the songs"
"1","Lakeway","What a joke!","I was a huge Kiss fan"
"4","Tucson Estates","¡Tengo un alma caribeña!","Even if you've never been to Caribbean"
"3","Frisco","Hummm... Not too much","I found this album a little dissapointing. And the sensation increase in comparation with mi tierra. The main thing on this is the track selection"
"2","Dallas","Always room for improvement","I bought this album after hearing Where The Party At? I still regret it. The only other song I like is Cut Somethin'. All the other songs sound too much alike and the slow jams are a million miles from being creative. All they sing about is breaks up. Do any of their relationships work??????? Basically"
"5","Augusta","this cd is tha best","when i first bought this cd the only song i bought it for was where the party at? after listening to tha whole thing every song became my favorite. tha ballads kick and the fast songs are indredible its an awesome cd everyone should get it fa sho"
"4","Echelon","John M. Keane - Music!","Yes"
"3","Lakewood","The Number is Zero","What a waste of paper and time! There is much talk of how Eisenberg has hit the sweet spot with this book -- bah! Humbug! Sweet nothings is more like it. Entertainingly and personably written"
"3","South Gate","Every worker should read this book","This is a great book for anyone 20+"
"5","Temple Hills","An important read for anyone concerned about retiring","This book is well worth the time to read"
"2","Hagerstown","Pointless and depressing","I thought that I was doing ok financically until I read this book. There is little or no financial insight or direction to this book.I really never got the point. It makes you feel that unless you are worth a minimum of 10 million dollars you might as well check into the poorhouse. I kept reading hoping to get the point and it was never there!"
"1","Chelsea","Killer of SSX!!!!!!! :(","Every other SSX game was amazing. This one was very disappointing. I was at a store and I was thrilled to see it on the shelf. I spent (wasted) 40 dollars on this and started playing the second I got home. The music was horrible. The graphics were good. I hated the gameplay.This is baisically the game. There's The tour and your trying to get in 1st place. You get a better rank every time you beat a challenge. Another thing I dont like about this game is that you make a guy but you cant be any of the classic characters. Well you can unlock them but thats only for 2 player. And whenn you race against them in 1 player they are completely different. Like for example You have to race against Nate ( From SSX 3) And instead of being like a normal guy he is like a hick or something.And the point is that if you like the SSX seiries dont get this game."
"3","Horizon City","Jared Taylor Has Exposed Left-Wing Racism","If America is ever going to find the truth behind the failed Liberal race-policies"
"4","Gering","More on Marilyn...","The Song Continues is an updated version of Horne's earlier My Life. Much of the text is the same. Even so"
"3","Madison","Love his other books"," but..."
"4","Elk City","April Morning is a MUST READ for all Americans","It may start out boring but inside is the intense in-battle story against the British. This Revolutionary War story is about a young boy named Adam who sees his father and friends murdered on the battle line at Lexington. Together Adam"
"3","Voorhees","Hieroglyphic maps","The Joy of OrigamiThis book is colorful and seemed promising for a beginner to self teach. The diagrams maybe okay if you already know what they are suppose to look like at each step"
"4","Alpharetta","part 1","I believe that this book is preety cheap.When I bought it I was so enthusiastic to learn math"
"2","Poway","Joe - Oh No!","As a Joe Jackson fan"
"4","Sparks","Good","It was a bit more pinkish-red than I had thought (the lava and the liquid) but it's still pretty and enjoyable."
"2","O'Fallon","Unreliable Quality","I've got one of those and it was so cloudy that I was hardly able to see the lava. Plus the lava didn't move at all after several tries. I was very dissatisfied and returned the item"
"2","Cudahy","elizabeth and alexandra","This is not the book for people interested in the Romanovs.Its a silly"
"4","Bloomingdale","Read the Fineprint","Overall"
"2","Glen Burnie","Simplistic","I teach strategic management in the MBA program and do not recommend that this book be used. The cases are very dated and industry restructuring"
"5","Summerlin South","Superb version of a fine Heinlein story","Have Spacesuit"
"5","Thonotosassa","Replacement of a lost book","Having moved twice in eighteen months"
"4","North Auburn","Brilliant..","I recommend this CD to anyone"
"3","South Amboy","Good movie"," poor dvd"
"4","La Crescenta-Montrose","This movie was so funny!","I think that anybody that has a sense of humor would really like this movie. My brother rented it and i fell off the couch like 3 times because I was laughing so hard."
"4","Lodi","A TRULY UNDERATED COMEDY!!!!!!!!!!!!!","I have no idea why this movie did as bad as it did. In my opinion it was a truly fun film. It had a great mix of sports gags and situational comedy. Matt Stone And Trey Parker had so much fun doing this. I could not stop laughing at Dian Bachar. He was incredibly funny as Squeak. Don't miss out on this film. Funniest movie of 1998."
"2","Washington","Movie history in the making!","Move over Star Wars and make room for this fabulous and wicked movie"
"3","Ellicott","hilarious","This movie is hilarious!!!!!!!! I saw it with my friend and we laughed throughout the entire thing."
"4","Danville","best movie ever","Let me tell you this movie was the funniest thing i havve ever seen buy it"
"4","Danbury","leonides","it's not the kind of music u can listen to every day "
"2","Dingman","A Mess","If you're in the mood for a film arranged around the relentless"
"4","New Square","good movie","I have tried to watch this movie several times on TV"
"4","Progress","catherine bell","i really enjoyed this dvd "
"5","Round Lake Beach","A really good book!","I remember reading this when I was a kid. I always thought it was a pretty neat book. Time travel is always a cool thing to read about"
"2","Independent Hill","ok"," but not the best.....or newhere near it"
"4","Grand Prairie","Best American Literature","The Heart is a Lonely Hunter began as a short under a different title and eventually was completed as this masterpiece of a novel that has earned it's place in the best of American Literature.McCuller's story takes you into the south in another time but what she wrote about then still rings true in the heart of the human soul. Her's is a story of human wants"
"3","Statesville","Loved it.","This book"
"2","Nashua","Did it really take all these pages to detail......nothing?!?!?!?","Oprah's book club has lost a lot of its credibility with this book.This book just seemed to go on and on and on without anything really happening.It babbled on for something like 360 pages to document the following things: A quasi-homosexual relationship between two mutes; A revolutionary drunk; A snotty"
"5","East Donegal","For those who love to read"," the Lonely Hunters"
"2","Melrose Park","I Tried","I've read so many of Oprah's book selections and for the first time - I am truly disappointed.I am unable to finish the novel. It moves slowly"
"1","Bellevue","Disappointed","I was also disappointed with this book. I heard Oprah talking about how great it was"
"2","Sedona","I agree - its BORING","I wish I would have read these reviews before I picked up the book at the local booksellers. I kept waiting for something good to happen"
"3","Bryn Mawr-Skyway","Unremitting Bleakness of Life","I coudn't stop thinking while I was reading this"
"4","Hialeah Gardens","How to Study Your Bible","This is an excellent book. Very helpful if you are unsure how to study a your Bible or if you have been haphazard in doing so. It has made and will continue to make my time alone with God more inclusive"
"5","West Mifflin","Maceo is king as the funkdafied jazzman","Live On Planet Groove posesses jazz reminiscent of Maceo's earlier work"
"4","Cornelius","famous arias","I purchased this a few years ago and found it extremely useful. Now I cannot find the original and am ordering another copy. I found it practical"
"2","Oxford","Good concept - Bad Execution","This kid acoustic guitar looks really nice"
"3","Rossville","Product is misrepresented","This item is misrepresented in the description. It comes with a strap that cannot be attached without buying and installing an end pin and it says it comes with a pitch pipe which was not included. The product details are misleading and although the price is good you do not get what you think you are paying for."
"5","Wilmington Island","Strong Material","This is a very strong effort that deserves to be rewarded with higher sales than it has logged so far. Breach is at its best when it is focused on the relationship between people"
"4","Athens","The opposite of Ten","Pearl Jam have changed considerably since 1991's debut Ten"
"1","Eastlake","They've lost it","Pearl Jam died"
"2","Waco","a poor job by a great band","i bought this album because i am a big pearl jam fan. when i first listened to it i was suprised how boring it was. i figured i just needed to let it grow on me so i listened to it again a couple of days later. unfortunatley i found that it was still monotonous and the songs tend to run together because they sound so similar. i still think pearl jam is a great band with a lot of talent"
"3","Pinewood","Doing the Evolution","In some respects"
"4","Bryant","Binaural My view","Binaural is a mix of the new sound of Pearl Jam with the drummer Matt Cameron. It's great to hear Eddie playing different instruments like the ukele. Somehow pj sounds traditional in this age of boy groups and pop music. In 1998 they released the album Yield. Songs like In Hiding"
"2","Lafayette","The band that just won't go away","This has to be the most boring album of all time. Right up there with Yield"
"1","South Salt Lake","A valient effort","Remember the days when Pearl Jam was good? back in good-ol-days with nirvana and other grunge bands.This was a valient effort from a once good band but thats all it was an effort. I hate to break the news to everyone but Pearl Jam is dead"
"2","Laurel","Santana has done it again... eh... literally!","Yep! Santana comes back yet once more with the SAME formula: lots of big names in the music biz packed in a nice album"
"2","Hampton Bays","Don't Treat Your Fans Like Criminals with Copy Protection Rootkits/Software","This Santana album has MediaMax copy protection software embedded in the CD. The problem with this CD is that the MediaMax program installs undisclosed--and in some cases"
"2","Fenton","another sellout","Sorry diehards but Carlos is selling out to the mainstream"
"2","Southbury","Sony Root Kiet","I was going to get this for my dad for X-mass"
"3","Manhattan","I wish I could hear it!","I CAN'T BEIEVE IT - SAME CRAP I FOUND MY LAST CHRIS BOTTI - IT DOES NOT PLAY. IT MAY BE OK IN MY CD PLAYER IN MY TRUCKNO RESPONSE FROM WEB HELP; I HAVE THE LATEST VERSION OF WINDOWS MEDIA PLAYER AND DIRECTX SINCE I ONLY HAVE WINDOWS 2000 - MY WORK COMPUTER WHICH I CANNOT UPGRADE"
"3","Sacramento","If you use an iPod and a PC forget this CD!","You cannot transfer music from this CD to iPod if you are using a PC.That alone is enough to turn me off"
"2","Marana","Rootkit","Because this disc installs a rootkit that slows down your PC and makes your PC easy to hijack by hackers I am not going to order it. Sony and Santana can keep their Copy protected CD!"
"1","Northbrook","Stuff Rootkill","I broke this piece of junk in half"
"1","Ontario","All Than He Isn't - Santana Sells Out","I rated this one quite generously. That one star was awarded just to Santana's name because this music almost makes me feel cheated.Santana"
"3","Queens","what is this carlos?","What can I say about this album of the great Carlos Santana? Sorry Carlos"
"5","Big Rapids","Required reading for anyone working with clients!","This is a great book for ALL levels of experience.If you're just starting your career as an account executive this wonderfully outlines many things you can do to instantly improve your client relations. And if you've been working with clients for a long time this will serve as an invaluable reference. You shouldn't just read it once"
"5","Arkansas City","A Chemical Dependency Must Own","This small under-rated book is THE definitive book on virtually all drugs of abuse. It breaks down each of the drugs by category and by use"
"2","South Yarmouth","THIS IS A TERRIBLE ALBUM","if you're considering buying this album i'd say you'd probably enjoy it"
"3","West Point","The Best Debut CD EVER!","This band is amazing. Like everybody else"
"4","Laguna Niguel","Great Debut Album-- Keep 'em coming","I first heard Story of a Girl on VH1 and loved it. I bought the CD and was very pleased with the rest also. The whole CD is really well done and well put together. Buy it now."
"3","Tamarac","Great C.D.","I love this c.d. Nine Days are absolutely great. They have depth and meaning to all their songs and though some people have said that all the songs sound alike"
"2","Richmond Hill","Biased"," but Mirrors U.S. Version"
"3","Seguin","Where is Rod?","Where has Rod Stewart gone? This is so bad that I couldn't even finish listening to the CD. I am such a big Rod Stewart fan"
"3","Esopus","Loved this album","We love this album. SO glad we did not read the negative reviews or we probably would not have bought it. We heard the television promo with some of the song highlights and immediately went to Amazon and pre-ordered it. We take it with us on car trips and love to sing along. It is a peppy and a fun companion for the car. We would have given it 5 stars if it had Leave Virginia Alone on it. That was one of his biggest hits and one we also enjoy. If you like the songs on the album"
"5","Macedon","Still the Same...Great Rock Classics Of Our Time- Rod Stewart","Rod is always good. I liked this because of the songs. Not a bad one on it. He did good. Good driving music."
"2","American Canyon","Rod adds nothing to these classic tunes","As someone else wrote in review"
"1","Forestville","Cool Breeze","This Honeywell product is excellent. It works quietly and easily circulates air while providing the desired breeze.I believe the unit will outlive its generous warranty"
"2","Santa Clarita","Warn the neighbors and stick cotton in your ears","My 15 year old 4 speed oscillating fan stopped oscillating"
"3","Acushnet","Superb Story","I enjoyed this book. There were mysteries inside of mysteries and it was fun to read"
"5","Federal Way","A book to live by!","In my yoga classes"
"4","Palisades Park","Yoga for thinkers","As one who has never attended a Yoga class"
"3","Lantana","ONE IN A MILLION","Rolf Gates' book is the kind of blessing that only comes around with the regularity of Haley's Comet. By his blending of quotes"
"5","New Lenox","Great Story"," but watch the language"
"3","North Versailles","Just like Nancy Drew","Great story for a quick read by the same author who wrote many of the Nancy Drew books.The entire Penny Parker series is dated in the 1940's"
"3","Pine Hills","No Rubber Seal","I figured that a gas cap like this would ship with a rubber seal on the inside. It does not. Had to makeshift a rubber seal. Really a big bummer."
"4","Woodburn","dry floors","We love the Water Boy water dish.No longer constantly mopping up after our dog drinks. We have given one to our daughter for her dog and she loves it.We are buying more for other family dogs and want a spare for us when the summer comes"
"1","Upper Makefield","Travel water bowl best suited to smaller breeds","I gave this a two star rating based on the fact that mine was to be used for a larger dog. This product would be adequate for a small dog. But the opening for a dog with a larger muzzle is not large enough. The claims for not spilling water seem to be true. However"
"5","Greenwood","Nice.","Great to have a large capacity water container that is made to minimize spills. Good for travel and kennel recommend to all who travel."
